host_time_s,chA_raw,chB_env
1784841159.9615,1732,2041
1784841159.9635,1736,2038
1784841159.9656,1742,2036
1784841159.9676,1740,2041
1784841159.9696,1731,2044
1784841159.9717,1737,2007
1784841159.9737,1743,2033
1784841159.9757,1743,2034
1784841159.9777,1771,2033
1784841159.9798,1728,2029
1784841159.9818,1730,2031
1784841159.9838,1729,2029
1784841159.9859,1728,2025
1784841159.9879,1730,2027
1784841159.9899,1734,2032
1784841159.9920,1740,2018
1784841159.9940,1735,2024
1784841159.9953,1742,2023
1784841159.9966,1746,2034
1784841159.9978,1730,2028
1784841159.9991,1730,2033
1784841160.0004,1727,2027
1784841160.0017,1730,2036
1784841160.0038,1739,2031
1784841160.0060,1732,2025
1784841160.0081,1735,2024
1784841160.0103,1744,2026
1784841160.0124,1749,2028
1784841160.0236,1738,2043
1784841160.0237,1717,2034
1784841160.0238,1726,2030
1784841160.0239,1738,2036
1784841160.0241,1737,2056
1784841160.0242,1735,2034
1784841160.0262,1742,2027
1784841160.0282,1744,2034
1784841160.0302,1744,2030
1784841160.0321,1741,2033
1784841160.0341,1749,2037
1784841160.0361,1718,2042
1784841160.0381,1733,2037
1784841160.0400,1732,2044
1784841160.0420,1736,2035
1784841160.0440,1743,2028
1784841160.0459,1738,2023
1784841160.0479,1734,2033
1784841160.0498,1742,2012
1784841160.0518,1745,2040
1784841160.0537,1736,2031
1784841160.0557,1719,2028
1784841160.0576,1723,2032
1784841160.0596,1729,2025
1784841160.0614,1737,2023
1784841160.0632,1744,2023
1784841160.0651,1731,2022
1784841160.0669,1741,2017
1784841160.0687,1750,2019
1784841160.0705,1742,2026
1784841160.0728,1739,2023
1784841160.0752,1739,2031
1784841160.0775,1735,2032
1784841160.0798,1732,2019
1784841160.0821,1727,2019
1784841160.0842,1738,2024
1784841160.0864,1743,2027
1784841160.0885,1741,2023
1784841160.0907,1736,2015
1784841160.0928,1742,2027
1784841160.0950,1742,2033
1784841160.0985,1730,2031
1784841160.1021,1726,2028
1784841160.1056,1730,2027
1784841160.1091,1744,2023
1784841160.1127,1741,2029
1784841160.1162,1728,2031
1784841160.1214,1738,2022
1784841160.1267,1743,2025
1784841160.1319,1745,2031
1784841160.1372,1737,2032
1784841160.1424,1722,2029
1784841160.1476,1731,2033
1784841160.1478,1730,2028
1784841160.1480,1734,2032
1784841160.1482,1731,2025
1784841160.1483,1741,2024
1784841160.1485,1741,2020
1784841160.1487,1743,2024
1784841160.1489,1736,2025
1784841160.1490,1744,2024
1784841160.1492,1731,2018
1784841160.1494,1736,2015
1784841160.1496,1725,2020
1784841160.1536,1738,2020
1784841160.1537,1741,2015
1784841160.1538,1737,2016
1784841160.1540,1735,2015
1784841160.1541,1733,2018
1784841160.1543,1746,2026
1784841160.1565,1743,2027
1784841160.1588,1713,2036
1784841160.1610,1725,2024
1784841160.1633,1738,2029
1784841160.1655,1744,2021
1784841160.1678,1732,2020
1784841160.1709,1733,2020
1784841160.1741,1740,2021
1784841160.1772,1745,2019
1784841160.1804,1743,2022
1784841160.1835,1741,2018
1784841160.1867,1724,2019
1784841160.1898,1734,2007
1784841160.1929,1737,2016
1784841160.1961,1727,2008
1784841160.1992,1738,2014
1784841160.2024,1746,2007
1784841160.2055,1742,2016
1784841160.2087,1742,2013
1784841160.2118,1741,2018
1784841160.2149,1754,2024
1784841160.2181,1730,2028
1784841160.2212,1726,2027
1784841160.2244,1727,2020
1784841160.2245,1740,2017
1784841160.2245,1738,2021
1784841160.2246,1743,2023
1784841160.2247,1736,2014
1784841160.2248,1745,2020
1784841160.2249,1752,2019
1784841160.2249,1871,2033
1784841160.2250,1724,2028
1784841160.2251,1726,2024
1784841160.2252,1741,2022
1784841160.2253,1736,2027
1784841160.2272,1734,2021
1784841160.2292,1738,2023
1784841160.2312,1747,2024
1784841160.2332,1748,2023
1784841160.2352,1730,2027
1784841160.2371,1732,2016
1784841160.2420,1730,2025
1784841160.2468,1725,2017
1784841160.2516,1725,2013
1784841160.2564,1732,2012
1784841160.2612,1742,2025
1784841160.2660,1735,2019
1784841160.2662,1730,2011
1784841160.2663,1731,2009
1784841160.2665,1740,2013
1784841160.2666,1739,2024
1784841160.2668,1720,2026
1784841160.2669,1726,2024
1784841160.2672,1738,2022
1784841160.2675,1744,2022
1784841160.2678,1731,2016
1784841160.2681,1727,2021
1784841160.2684,1739,2008
1784841160.2893,1744,2016
1784841160.2907,1743,2017
1784841160.2922,1739,2012
1784841160.2936,1718,2019
1784841160.2950,1736,2021
1784841160.2965,1731,2016
1784841160.2967,1727,2013
1784841160.2968,1734,2015
1784841160.2970,1736,2008
1784841160.2972,1739,2017
1784841160.2974,1746,2015
1784841160.2976,1732,2014
1784841160.2988,1751,2019
1784841160.3000,1730,2015
1784841160.3011,1721,2019
1784841160.3023,1728,2010
1784841160.3035,1738,2017
1784841160.3047,1746,2015
1784841160.3071,1731,2016
1784841160.3095,1739,2018
1784841160.3120,1750,2006
1784841160.3144,1740,2007
1784841160.3168,1863,2020
1784841160.3192,1725,2016
1784841160.3204,1726,2020
1784841160.3216,1733,2015
1784841160.3228,1738,2022
1784841160.3240,1733,2014
1784841160.3252,1736,2014
1784841160.3264,1744,2015
1784841160.3288,1749,2019
1784841160.3312,1741,2016
1784841160.3337,1732,2020
1784841160.3361,1724,2022
1784841160.3385,1731,2017
1784841160.3418,1727,2016
1784841160.3452,1738,2013
1784841160.3485,1737,2019
1784841160.3518,1747,2030
1784841160.3552,1736,2012
1784841160.3585,1737,2011
1784841160.3591,1744,1993
1784841160.3596,1745,2032
1784841160.3602,1726,2025
1784841160.3607,1725,2024
1784841160.3613,1741,2023
1784841160.3618,1744,2026
1784841160.3659,1729,2020
1784841160.3700,1729,2017
1784841160.3740,1735,2020
1784841160.3781,1752,2023
1784841160.3822,1737,2022
1784841160.3863,1736,2018
1784841160.3865,1732,2007
1784841160.3868,1736,2017
1784841160.3871,1729,2014
1784841160.3873,1726,2019
1784841160.3876,1735,2013
1784841160.3879,1738,2012
1784841160.3900,1746,2008
1784841160.3921,1744,2005
1784841160.3942,1741,2014
1784841160.3962,1751,2029
1784841160.3983,1739,2023
1784841160.4076,1726,2020
1784841160.4077,1735,2020
1784841160.4078,1739,2026
1784841160.4080,1743,2023
1784841160.4081,1739,2017
1784841160.4082,1739,2025
1784841160.4102,1746,2010
1784841160.4122,1749,1991
1784841160.4142,1738,2025
1784841160.4162,1720,2027
1784841160.4182,1729,2027
1784841160.4202,1737,2035
1784841160.4222,1729,2025
1784841160.4242,1734,2020
1784841160.4262,1743,2028
1784841160.4282,1744,2024
1784841160.4302,1738,2021
1784841160.4322,1738,2026
1784841160.4343,1738,2013
1784841160.4365,1728,2019
1784841160.4387,1731,2014
1784841160.4409,1728,2014
1784841160.4430,1735,2013
1784841160.4452,1743,2017
1784841160.4468,1733,2012
1784841160.4483,1734,2010
1784841160.4499,1734,2011
1784841160.4514,1742,2019
1784841160.4530,1744,2022
1784841160.4545,1723,2027
1784841160.4581,1732,2025
1784841160.4617,1727,2020
1784841160.4652,1739,2024
1784841160.4688,1732,2021
1784841160.4723,1733,2016
1784841160.4734,1741,2016
1784841160.4745,1745,2017
1784841160.4756,1743,2019
1784841160.4766,1745,2007
1784841160.4777,1734,2022
1784841160.4788,1728,2020
1784841160.4807,1730,2018
1784841160.4825,1734,2011
1784841160.4844,1734,2014
1784841160.4862,1739,2011
1784841160.4881,1743,2013
1784841160.4900,1740,2018
1784841160.4920,1741,2016
1784841160.4940,1746,2018
1784841160.4959,1729,2017
1784841160.4979,1725,2020
1784841160.4999,1723,2020
1784841160.5019,1741,2023
1784841160.5039,1743,2016
1784841160.5059,1746,2015
1784841160.5080,1729,2022
1784841160.5100,1748,2020
1784841160.5120,1745,2021
1784841160.5140,1738,2025
1784841160.5161,1728,2023
1784841160.5182,1733,2037
1784841160.5203,1737,2019
1784841160.5224,1731,2015
1784841160.5245,1726,2017
1784841160.5356,1742,2015
1784841160.5358,1744,2014
1784841160.5359,1738,2013
1784841160.5361,1732,2026
1784841160.5362,1741,2016
1784841160.5364,1732,2014
1784841160.5383,1730,2020
1784841160.5402,1734,2012
1784841160.5421,1734,2007
1784841160.5440,1734,2002
1784841160.5459,1738,2008
1784841160.5478,1735,2003
1784841160.5507,1740,2015
1784841160.5535,1746,2018
1784841160.5563,1759,2020
1784841160.5592,1723,2025
1784841160.5620,1725,2018
1784841160.5649,1732,2022
1784841160.5660,1735,2016
1784841160.5672,1734,2017
1784841160.5683,1732,2014
1784841160.5694,1748,2012
1784841160.5706,1745,2009
1784841160.5717,1743,2018
1784841160.5735,1743,2031
1784841160.5753,1724,2015
1784841160.5771,1727,2027
1784841160.5789,1730,2022
1784841160.5807,1733,2027
1784841160.5825,1729,2018
1784841160.5856,1742,2013
1784841160.5888,1737,2017
1784841160.5919,1736,2022
1784841160.5951,1745,2030
1784841160.5982,1736,2016
1784841160.5997,1725,2018
1784841160.6012,1725,1991
1784841160.6027,1729,2014
1784841160.6042,1739,2008
1784841160.6058,1739,2011
1784841160.6073,1733,2015
1784841160.6097,1736,2002
1784841160.6121,1745,2012
1784841160.6146,1746,2003
1784841160.6170,1738,2022
1784841160.6195,1718,2014
1784841160.6219,1733,2012
1784841160.6233,1732,2023
1784841160.6246,1734,2013
1784841160.6260,1737,2020
1784841160.6273,1742,2014
1784841160.6287,1742,2010
1784841160.6301,1742,2011
1784841160.6333,1736,2009
1784841160.6365,1742,2008
1784841160.6398,1733,2022
1784841160.6430,1728,2027
1784841160.6462,1725,2018
1784841160.6495,1724,2007
1784841160.6501,1745,2023
1784841160.6507,1737,2023
1784841160.6513,1734,2018
1784841160.6519,1740,2023
1784841160.6525,1742,2035
1784841160.6637,1746,2031
1784841160.6639,1737,2031
1784841160.6640,1715,2029
1784841160.6641,1729,2032
1784841160.6643,1736,2033
1784841160.6644,1731,2025
1784841160.6663,1730,2026
1784841160.6683,1738,2029
1784841160.6702,1746,2029
1784841160.6721,1742,2024
1784841160.6740,1734,2032
1784841160.6759,1725,2034
1784841160.6780,1735,2025
1784841160.6801,1736,2027
1784841160.6822,1732,2021
1784841160.6843,1731,2027
1784841160.6863,1739,2031
1784841160.6884,1741,2020
1784841160.6908,1740,2021
1784841160.6932,1744,2028
1784841160.6955,1745,2052
1784841160.6979,1728,2046
1784841160.7002,1725,2039
1784841160.7026,1725,2040
1784841160.7048,1739,2033
1784841160.7070,1739,2039
1784841160.7091,1730,2032
1784841160.7113,1733,2030
1784841160.7135,1745,2031
1784841160.7156,1746,2030
1784841160.7172,1733,2050
1784841160.7187,1715,2054
1784841160.7202,1727,2043
1784841160.7217,1738,2039
1784841160.7233,1729,2042
1784841160.7263,1728,2041
1784841160.7293,1735,2039
1784841160.7323,1743,2029
1784841160.7353,1740,2037
1784841160.7383,1735,2043
1784841160.7413,1749,2057
1784841160.7422,1725,2049
1784841160.7431,1722,2047
1784841160.7440,1725,2048
1784841160.7449,1731,2054
1784841160.7457,1741,2058
1784841160.7466,1744,2049
1784841160.7486,1737,2043
1784841160.7507,1743,2040
1784841160.7527,1744,2046
1784841160.7547,1746,2066
1784841160.7567,1722,2066
1784841160.7588,1724,2062
1784841160.7606,1737,2062
1784841160.7624,1743,2057
1784841160.7642,1733,2057
1784841160.7660,1730,2051
1784841160.7678,1743,2065
1784841160.7696,1743,2084
1784841160.7718,1745,2048
1784841160.7741,1747,2067
1784841160.7763,1724,2064
1784841160.7785,1737,2065
1784841160.7807,1728,2063
1784841160.7916,1728,2067
1784841160.7917,1733,2061
1784841160.7918,1740,2066
1784841160.7920,1740,2060
1784841160.7921,1737,2031
1784841160.7922,1742,2065
1784841160.7942,1743,2074
1784841160.7963,1735,2076
1784841160.7983,1720,2074
1784841160.8003,1728,2070
1784841160.8024,1737,2073
1784841160.8044,1737,2068
1784841160.8064,1726,2070
1784841160.8084,1738,2069
1784841160.8105,1744,2057
1784841160.8125,1751,2069
1784841160.8145,1739,2078
1784841160.8165,1714,2076
1784841160.8195,1723,2077
1784841160.8224,1731,2078
1784841160.8254,1731,2077
1784841160.8284,1730,2080
1784841160.8313,1734,2112
1784841160.8343,1743,2075
1784841160.8355,1749,2069
1784841160.8367,1739,2066
1784841160.8379,1798,2073
1784841160.8390,1729,2069
1784841160.8402,1727,2053
1784841160.8414,1725,2065
1784841160.8440,1731,2110
1784841160.8467,1744,2062
1784841160.8493,1726,2061
1784841160.8519,1734,2061
1784841160.8545,1737,2051
1784841160.8558,1746,2075
1784841160.8571,1744,2075
1784841160.8584,1722,2078
1784841160.8596,1720,2078
1784841160.8609,1731,2073
1784841160.8622,1736,2076
1784841160.8655,1734,2072
1784841160.8687,1731,2070
1784841160.8719,1741,2071
1784841160.8752,1745,2077
1784841160.8784,1740,2087
1784841160.8817,1734,2044
1784841160.8824,1725,2068
1784841160.8832,1731,2075
1784841160.8839,1732,2064
1784841160.8847,1729,2070
1784841160.8854,1734,2065
1784841160.8862,1740,2063
1784841160.8884,1741,2059
1784841160.8906,1735,2049
1784841160.8928,1743,2069
1784841160.8950,1740,2077
1784841160.8972,1720,2079
1784841160.8994,1725,2072
1784841160.9018,1722,2072
1784841160.9043,1735,2070
1784841160.9067,1737,2067
1784841160.9092,1734,2071
1784841160.9116,1739,2068
1784841160.9196,1740,2064
1784841160.9199,1747,2068
1784841160.9202,1733,2062
1784841160.9204,1724,2060
1784841160.9207,1728,2066
1784841160.9210,1730,2072
1784841160.9229,1728,2061
1784841160.9248,1732,2059
1784841160.9268,1737,2060
1784841160.9287,1744,2059
1784841160.9306,1742,2061
1784841160.9325,1733,2056
1784841160.9358,1737,2063
1784841160.9390,1727,2052
1784841160.9422,1724,2058
1784841160.9454,1723,2057
1784841160.9486,1732,2063
1784841160.9518,1738,2056
1784841160.9525,1740,2058
1784841160.9531,1738,2056
1784841160.9537,1741,2052
1784841160.9544,1745,2052
1784841160.9550,1749,2069
1784841160.9556,1732,2070
1784841160.9575,1722,2063
1784841160.9593,1740,2064
1784841160.9611,1731,2065
1784841160.9629,1735,2066
1784841160.9647,1731,2062
1784841160.9665,1739,2052
1784841160.9689,1744,2060
1784841160.9713,1746,2063
1784841160.9737,1743,2063
1784841160.9761,1732,2066
1784841160.9785,1729,2063
1784841160.9807,1720,2063
1784841160.9828,1725,2067
1784841160.9849,1735,2063
1784841160.9871,1739,2031
1784841160.9892,1740,2057
1784841160.9914,1735,2059
1784841160.9932,1741,2069
1784841160.9951,1745,2061
1784841160.9969,1730,2062
1784841160.9987,1727,2103
1784841161.0006,1727,2057
1784841161.0024,1741,2057
1784841161.0048,1733,2027
1784841161.0072,1728,2057
1784841161.0096,1732,2055
1784841161.0120,1744,2056
1784841161.0144,1745,2050
1784841161.0168,1749,2050
1784841161.0190,1719,2048
1784841161.0211,1729,2043
1784841161.0233,1732,2045
1784841161.0254,1733,2040
1784841161.0276,1732,2042
1784841161.0297,1741,2036
1784841161.0314,1744,2035
1784841161.0331,1741,2039
1784841161.0348,1735,2043
1784841161.0365,1738,2047
1784841161.0382,1727,2038
1784841161.0476,1730,2039
1784841161.0477,1730,2038
1784841161.0479,1741,2040
1784841161.0481,1743,2039
1784841161.0483,1744,2036
1784841161.0485,1740,2032
1784841161.0504,1737,2041
1784841161.0523,1741,2044
1784841161.0542,1739,2050
1784841161.0562,1721,2056
1784841161.0581,1726,2028
1784841161.0600,1734,2053
1784841161.0621,1738,2042
1784841161.0642,1738,2039
1784841161.0664,1729,2060
1784841161.0685,1742,2036
1784841161.0706,1743,2045
1784841161.0727,1742,2054
1784841161.0746,1732,2038
1784841161.0764,1731,2039
1784841161.0782,1732,2028
1784841161.0800,1733,2038
1784841161.0818,1726,2037
1784841161.0836,1731,2029
1784841161.0854,1733,2030
1784841161.0872,1749,2030
1784841161.0890,1735,2029
1784841161.0908,1743,2025
1784841161.0926,1809,2034
1784841161.0944,1729,2029
1784841161.0968,1723,2038
1784841161.0991,1725,2035
1784841161.1014,1741,2028
1784841161.1038,1745,2031
1784841161.1061,1743,2030
1784841161.1082,1740,2033
1784841161.1103,1742,2030
1784841161.1124,1744,2034
1784841161.1145,1738,2030
1784841161.1166,1722,2038
1784841161.1187,1734,2019
1784841161.1208,1734,2023
1784841161.1229,1733,2026
1784841161.1250,1728,2021
1784841161.1271,1736,2027
1784841161.1292,1745,2020
1784841161.1313,1753,2016
1784841161.1330,1730,2025
1784841161.1347,1729,2017
1784841161.1364,1728,2016
1784841161.1382,1755,2021
1784841161.1399,1727,2012
1784841161.1416,1742,2014
1784841161.1436,1736,2012
1784841161.1456,1742,2018
1784841161.1476,1754,1976
1784841161.1496,1740,2014
1784841161.1516,1715,2024
1784841161.1536,1706,2013
1784841161.1559,1729,2006
1784841161.1581,1720,2005
1784841161.1604,1722,2009
1784841161.1627,1763,2010
1784841161.1649,1788,2031
1784841161.1756,1774,1999
1784841161.1757,1765,2007
1784841161.1758,1734,2001
1784841161.1759,1748,2009
1784841161.1760,1741,2000
1784841161.1762,1717,2003
1784841161.1781,1713,2011
1784841161.1800,1720,2001
1784841161.1820,1709,1997
1784841161.1839,1722,1999
1784841161.1859,1741,1992
1784841161.1878,1741,1982
1784841161.1900,1732,1997
1784841161.1922,1746,1990
1784841161.1944,1753,1988
1784841161.1967,1742,1990
1784841161.1989,1725,1994
1784841161.2011,1736,1983
1784841161.2028,1741,1991
1784841161.2046,1745,1986
1784841161.2063,1742,1987
1784841161.2081,1743,1984
1784841161.2098,1748,1987
1784841161.2116,1749,1986
1784841161.2134,1744,1985
1784841161.2152,1738,1981
1784841161.2170,1739,1986
1784841161.2188,1745,1982
1784841161.2206,1742,1982
1784841161.2224,1742,1972
1784841161.2248,1748,2016
1784841161.2272,1764,1975
1784841161.2296,1747,1963
1784841161.2320,1746,1981
1784841161.2344,1747,1975
1784841161.2364,1747,1956
1784841161.2383,1736,1975
1784841161.2403,1737,1972
1784841161.2423,1745,1969
1784841161.2442,1750,1979
1784841161.2462,1746,1966
1784841161.2482,1730,1972
1784841161.2501,1729,1971
1784841161.2520,1736,1972
1784841161.2540,1746,1971
1784841161.2559,1734,1967
1784841161.2579,1735,1972
1784841161.2599,1743,1969
1784841161.2620,1747,1965
1784841161.2641,1745,1961
1784841161.2662,1748,1963
1784841161.2682,1749,1965
1784841161.2703,1758,1946
1784841161.2722,1746,1970
1784841161.2741,1747,1959
1784841161.2759,1729,1957
1784841161.2778,1738,1968
1784841161.2797,1730,1959
1784841161.2816,1728,1960
1784841161.2838,1729,1953
1784841161.2859,1744,1957
1784841161.2881,1740,1955
1784841161.2902,1737,1956
1784841161.2924,1744,1961
1784841161.3036,1746,1964
1784841161.3037,1735,1954
1784841161.3038,1732,1943
1784841161.3039,1742,1956
1784841161.3040,1739,1948
1784841161.3042,1741,1948
1784841161.3061,1758,1936
1784841161.3081,1732,1954
1784841161.3100,1756,1950
1784841161.3120,1758,1948
1784841161.3139,1764,1963
1784841161.3159,1756,1969
1784841161.3185,1772,1953
1784841161.3212,1818,1959
1784841161.3238,1750,1953
1784841161.3265,1721,1997
1784841161.3292,1753,1970
1784841161.3318,1736,2011
1784841161.3332,1702,1953
1784841161.3345,1711,1962
1784841161.3359,1720,1970
1784841161.3372,1796,1968
1784841161.3386,1816,1968
1784841161.3400,1645,1999
1784841161.3419,1704,1970
1784841161.3438,1727,1967
1784841161.3457,1716,1988
1784841161.3476,1727,1965
1784841161.3495,1706,1962
1784841161.3514,2023,2034
1784841161.3535,3041,3120
1784841161.3557,1497,3058
1784841161.3578,1558,3049
1784841161.3599,1608,3035
1784841161.3621,1619,3021
1784841161.3641,1631,3031
1784841161.3661,1659,3010
1784841161.3681,1656,3011
1784841161.3701,1682,3000
1784841161.3720,1758,3014
1784841161.3740,1711,2988
1784841161.3760,1666,2920
1784841161.3780,4095,4095
1784841161.3800,1094,4095
1784841161.3819,1146,4095
1784841161.3839,996,4095
1784841161.3859,1045,4095
1784841161.3879,1129,4095
1784841161.3899,1210,4095
1784841161.3919,1294,4095
1784841161.3939,1360,4095
1784841161.3959,1415,4095
1784841161.3979,1464,4095
1784841161.3999,1521,4095
1784841161.4018,1592,4095
1784841161.4038,1665,4095
1784841161.4058,3528,4095
1784841161.4077,4095,4095
1784841161.4097,738,4095
1784841161.4117,689,4095
1784841161.4137,842,4095
1784841161.4158,784,4095
1784841161.4178,923,4095
1784841161.4198,1147,4095
1784841161.4219,1226,4095
1784841161.4238,1307,4095
1784841161.4258,1453,4095
1784841161.4278,4095,4095
1784841161.4297,4095,4095
1784841161.4317,4095,4095
1784841161.4336,4095,4095
1784841161.4363,4095,4095
1784841161.4389,4095,4095
1784841161.4416,4095,4095
1784841161.4442,4095,4095
1784841161.4469,688,4095
1784841161.4495,685,4095
1784841161.4510,693,4095
1784841161.4524,688,4095
1784841161.4539,692,4095
1784841161.4553,696,4095
1784841161.4567,689,4095
1784841161.4582,689,4095
1784841161.4602,692,4095
1784841161.4622,688,4095
1784841161.4642,1009,4095
1784841161.4662,1493,4095
1784841161.4682,1928,4095
1784841161.4702,2256,4095
1784841161.4722,2513,4095
1784841161.4741,2746,4095
1784841161.4761,2875,4095
1784841161.4780,3000,4095
1784841161.4800,3131,4095
1784841161.4820,3225,4095
1784841161.4839,3260,4095
1784841161.4858,3232,4095
1784841161.4878,3216,4095
1784841161.4897,3169,4095
1784841161.4917,3117,4095
1784841161.4936,3046,4095
1784841161.4956,2962,4095
1784841161.4976,2890,4095
1784841161.4996,2805,4095
1784841161.5016,2718,4095
1784841161.5036,2640,4095
1784841161.5056,2556,4095
1784841161.5078,2481,4095
1784841161.5099,2434,4095
1784841161.5121,2346,4095
1784841161.5143,2264,4095
1784841161.5164,2174,4095
1784841161.5276,2127,4095
1784841161.5277,2073,4095
1784841161.5278,2011,4095
1784841161.5279,1965,4095
1784841161.5281,1925,4095
1784841161.5282,1888,4095
1784841161.5301,1864,4095
1784841161.5321,1835,4095
1784841161.5340,1816,4095
1784841161.5360,1785,4095
1784841161.5379,1763,4095
1784841161.5399,1746,4095
1784841161.5419,1734,4095
1784841161.5440,1713,4095
