host_time_s,chA_raw,chB_env,env,intent
1784851709.0518,0,0,0,0
1784851709.0538,0,0,0,0
1784851709.0673,0,0,0,0
1784851709.0674,0,0,0,0
1784851709.0675,0,0,0,0
1784851709.0676,0,0,0,0
1784851709.0676,0,0,0,0
1784851709.0677,0,0,0,0
1784851709.0678,0,0,0,0
1784851709.0679,0,0,0,0
1784851709.0701,0,0,0,0
1784851709.0723,0,0,0,0
1784851709.0745,0,0,0,0
1784851709.0767,0,0,0,0
1784851709.0789,0,0,0,0
1784851709.0811,0,0,0,0
1784851709.0833,0,0,0,0
1784851709.0875,0,0,0,0
1784851709.0916,0,0,0,0
1784851709.0958,0,0,0,0
1784851709.1000,0,0,0,0
1784851709.1042,0,0,0,0
1784851709.1083,0,0,0,0
1784851709.1125,0,0,0,0
1784851709.1138,0,0,0,0
1784851709.1152,0,0,0,0
1784851709.1165,0,0,0,0
1784851709.1179,0,0,0,0
1784851709.1192,0,0,0,0
1784851709.1206,0,0,0,0
1784851709.1219,0,0,0,0
1784851709.1226,0,0,0,0
1784851709.1233,0,0,0,0
1784851709.1240,0,0,0,0
1784851709.1247,0,0,0,0
1784851709.1253,0,0,0,0
1784851709.1260,0,0,0,0
1784851709.1267,0,0,0,0
1784851709.1311,0,0,0,0
1784851709.1354,0,0,0,0
1784851709.1397,0,0,0,0
1784851709.1441,0,0,0,0
1784851709.1484,0,0,0,0
1784851709.1528,0,0,0,0
1784851709.1571,0,0,0,0
1784851709.1572,0,0,0,0
1784851709.1573,0,0,0,0
1784851709.1575,0,0,0,0
1784851709.1576,0,0,0,0
1784851709.1577,0,0,0,0
1784851709.1578,0,0,0,0
1784851709.1579,0,0,0,0
1784851709.1613,0,0,0,0
1784851709.1647,0,0,0,0
1784851709.1681,0,0,0,0
1784851709.1715,0,0,0,0
1784851709.1749,0,0,0,0
1784851709.1783,0,0,0,0
1784851709.1817,0,0,0,0
1784851709.1818,0,0,0,0
1784851709.1819,0,0,0,0
1784851709.1820,0,0,0,0
1784851709.1820,0,0,0,0
1784851709.1821,0,0,0,0
1784851709.1822,0,0,0,0
1784851709.1823,0,0,0,0
1784851709.2079,0,0,0,0
1784851709.2127,0,0,0,0
1784851709.2175,0,0,0,0
1784851709.2223,0,0,0,0
1784851709.2270,0,0,0,0
1784851709.2318,0,0,0,0
1784851709.2366,0,0,0,0
1784851709.2414,0,0,0,0
1784851709.2415,0,0,0,0
1784851709.2415,0,0,0,0
1784851709.2416,0,0,0,0
1784851709.2416,0,0,0,0
1784851709.2417,0,0,0,0
1784851709.2417,0,0,0,0
1784851709.2418,0,0,0,0
1784851709.2418,0,0,0,0
1784851709.2419,0,0,0,0
1784851709.2420,0,0,0,0
1784851709.2420,0,0,0,0
1784851709.2421,0,0,0,0
1784851709.2421,0,0,0,0
1784851709.2422,0,0,0,0
1784851709.2422,0,0,0,0
1784851709.2423,0,0,0,0
1784851709.2423,0,0,0,0
1784851709.2424,0,0,0,0
1784851709.2424,0,0,0,0
1784851709.2425,0,0,0,0
1784851709.2425,0,0,0,0
1784851709.2460,0,0,0,0
1784851709.2495,0,0,0,0
1784851709.2530,0,0,0,0
1784851709.2565,0,0,0,0
1784851709.2600,0,0,0,0
1784851709.2635,0,0,0,0
1784851709.2670,0,0,0,0
1784851709.2672,0,0,0,0
1784851709.2674,0,0,0,0
1784851709.2676,0,0,0,0
1784851709.2678,0,0,0,0
1784851709.2680,0,0,0,0
1784851709.2683,0,0,0,0
1784851709.2685,0,0,0,0
1784851709.2720,0,0,0,0
1784851709.2756,0,0,0,0
1784851709.2791,0,0,0,0
1784851709.2826,0,0,0,0
1784851709.2862,0,0,0,0
1784851709.2897,0,0,0,0
1784851709.2933,0,0,0,0
1784851709.2937,0,0,0,0
1784851709.2940,0,0,0,0
1784851709.2944,0,0,0,0
1784851709.2948,0,0,0,0
1784851709.2952,0,0,0,0
1784851709.2956,0,0,0,0
1784851709.2960,0,0,0,0
1784851709.2979,0,0,0,0
1784851709.2999,0,0,0,0
1784851709.3019,0,0,0,0
1784851709.3039,0,0,0,0
1784851709.3059,0,0,0,0
1784851709.3079,0,0,0,0
1784851709.3099,0,0,0,0
1784851709.3232,0,0,0,0
1784851709.3233,0,0,0,0
1784851709.3234,0,0,0,0
1784851709.3235,0,0,0,0
1784851709.3236,0,0,0,0
1784851709.3237,0,0,0,0
1784851709.3238,0,0,0,0
1784851709.3239,0,0,0,0
1784851709.3309,0,0,0,0
1784851709.3378,0,0,0,0
1784851709.3448,0,0,0,0
1784851709.3518,0,0,0,0
1784851709.3587,0,0,0,0
1784851709.3657,0,0,0,0
1784851709.3726,0,0,0,0
1784851709.3732,0,0,0,0
1784851709.3737,0,0,0,0
1784851709.3743,0,0,0,0
1784851709.3748,0,0,0,0
1784851709.3753,0,0,0,0
1784851709.3759,0,0,0,0
1784851709.3764,0,0,0,0
1784851709.3769,0,0,0,0
1784851709.3775,0,0,0,0
1784851709.3780,0,0,0,0
1784851709.3786,0,0,0,0
1784851709.3791,0,0,0,0
1784851709.3796,0,0,0,0
1784851709.3802,0,0,0,0
1784851709.3806,0,0,0,0
1784851709.3810,0,0,0,0
1784851709.3814,0,0,0,0
1784851709.3818,0,0,0,0
1784851709.3822,0,0,0,0
1784851709.3827,0,0,0,0
1784851709.3831,0,0,0,0
1784851709.3849,0,8,0,0
1784851709.3867,0,0,0,0
1784851709.3885,0,0,0,0
1784851709.3903,0,0,0,0
1784851709.3922,0,0,0,0
1784851709.3940,0,0,0,0
1784851709.3958,0,0,0,0
1784851709.3983,0,0,0,0
1784851709.4008,0,0,0,0
1784851709.4033,0,0,0,0
1784851709.4057,0,0,0,0
1784851709.4082,0,0,0,0
1784851709.4107,0,0,0,0
1784851709.4132,0,0,0,0
1784851709.4150,0,0,0,0
1784851709.4168,0,0,0,0
1784851709.4186,0,0,0,0
1784851709.4203,0,0,0,0
1784851709.4221,0,0,0,0
1784851709.4239,0,0,0,0
1784851709.4257,0,0,0,0
1784851709.4276,0,0,0,0
1784851709.4295,0,0,0,0
1784851709.4313,0,0,0,0
1784851709.4332,0,0,0,0
1784851709.4351,0,0,0,0
1784851709.4370,0,0,0,0
1784851709.4388,0,0,0,0
1784851709.4545,0,0,0,0
1784851709.4552,0,0,0,0
1784851709.4560,0,0,0,0
1784851709.4568,0,0,0,0
1784851709.4575,0,0,0,0
1784851709.4583,0,0,0,0
1784851709.4591,0,0,0,0
1784851709.4598,0,0,0,0
1784851709.4640,0,0,0,0
1784851709.4681,0,0,0,0
1784851709.4723,0,0,0,0
1784851709.4764,0,0,0,0
1784851709.4806,0,0,0,0
1784851709.4847,0,0,0,0
1784851709.4889,0,0,0,0
1784851709.4891,0,0,0,0
1784851709.4893,0,0,0,0
1784851709.4895,0,0,0,0
1784851709.4897,0,0,0,0
1784851709.4899,0,0,0,0
1784851709.4900,0,0,0,0
1784851709.4902,0,0,0,0
1784851709.4911,0,0,0,0
1784851709.4920,0,0,0,0
1784851709.4929,0,0,0,0
1784851709.4938,0,0,0,0
1784851709.4947,0,0,0,0
1784851709.4956,0,0,0,0
1784851709.4964,0,0,0,0
1784851709.4989,0,0,0,0
1784851709.5015,0,0,0,0
1784851709.5040,0,0,0,0
1784851709.5065,0,0,0,0
1784851709.5090,0,0,0,0
1784851709.5115,0,0,0,0
1784851709.5140,0,0,0,0
1784851709.5154,0,0,0,0
1784851709.5169,0,0,0,0
1784851709.5184,0,0,0,0
1784851709.5198,0,0,0,0
1784851709.5213,0,0,0,0
1784851709.5227,0,4,0,0
1784851709.5242,0,0,0,0
1784851709.5271,0,0,0,0
1784851709.5300,0,0,0,0
1784851709.5330,0,0,0,0
1784851709.5359,0,0,0,0
1784851709.5388,0,0,0,0
1784851709.5418,0,0,0,0
1784851709.5447,0,0,0,0
1784851709.5459,0,0,0,0
1784851709.5471,0,0,0,0
1784851709.5483,0,0,0,0
1784851709.5495,0,0,0,0
1784851709.5507,0,0,0,0
1784851709.5519,0,0,0,0
1784851709.5531,0,0,0,0
1784851709.5551,0,0,0,0
1784851709.5571,0,0,0,0
1784851709.5591,0,0,0,0
1784851709.5611,0,0,0,0
1784851709.5631,0,0,0,0
1784851709.5651,0,0,0,0
1784851709.5671,0,0,0,0
1784851709.5839,0,0,0,0
1784851709.5844,0,0,0,0
1784851709.5849,0,0,0,0
1784851709.5855,0,0,0,0
1784851709.5860,0,0,0,0
1784851709.5865,0,0,0,0
1784851709.5871,0,0,0,0
1784851709.5876,0,0,0,0
1784851709.5889,0,0,0,0
1784851709.5903,0,0,0,0
1784851709.5916,0,0,0,0
1784851709.5929,0,0,0,0
1784851709.5943,0,0,0,0
1784851709.5956,0,0,0,0
1784851709.5969,0,0,0,0
1784851709.5988,0,0,0,0
1784851709.6006,0,0,0,0
1784851709.6024,0,0,0,0
1784851709.6042,0,0,0,0
1784851709.6061,0,0,0,0
1784851709.6079,0,0,0,0
1784851709.6097,0,0,0,0
1784851709.6117,0,0,0,0
1784851709.6138,0,0,0,0
1784851709.6158,0,0,0,0
1784851709.6178,0,0,0,0
1784851709.6199,0,0,0,0
1784851709.6219,0,0,0,0
1784851709.6239,0,0,0,0
1784851709.6261,0,0,0,0
1784851709.6282,0,0,0,0
1784851709.6303,0,0,0,0
1784851709.6325,0,0,0,0
1784851709.6346,0,0,0,0
1784851709.6368,0,0,0,0
1784851709.6389,0,0,0,0
1784851709.6407,0,0,0,0
1784851709.6425,0,0,0,0
1784851709.6443,0,0,0,0
1784851709.6462,0,0,0,0
1784851709.6480,0,0,0,0
1784851709.6498,0,0,0,0
1784851709.6516,0,0,0,0
1784851709.6536,0,0,0,0
1784851709.6556,0,0,0,0
1784851709.6576,0,0,0,0
1784851709.6596,0,0,0,0
1784851709.6616,0,0,0,0
1784851709.6636,0,0,0,0
1784851709.6656,0,0,0,0
1784851709.6680,0,0,0,0
1784851709.6704,0,0,0,0
1784851709.6728,0,0,0,0
1784851709.6751,0,0,0,0
1784851709.6775,0,0,0,0
1784851709.6799,0,0,0,0
1784851709.6822,0,3,0,0
1784851709.6840,0,0,0,0
1784851709.6857,0,0,0,0
1784851709.6874,0,0,0,0
1784851709.6891,0,0,0,0
1784851709.6908,0,0,0,0
1784851709.6925,0,0,0,0
1784851709.6942,0,0,0,0
1784851709.7074,0,0,0,0
1784851709.7075,0,0,0,0
1784851709.7077,0,0,0,0
1784851709.7078,0,0,0,0
1784851709.7080,0,0,0,0
1784851709.7081,0,0,0,0
1784851709.7083,0,0,0,0
1784851709.7084,0,0,0,0
1784851709.7106,0,0,0,0
1784851709.7127,0,0,0,0
1784851709.7149,0,0,0,0
1784851709.7170,0,0,0,0
1784851709.7191,0,0,0,0
1784851709.7213,0,0,0,0
1784851709.7234,0,0,0,0
1784851709.7264,0,0,0,0
1784851709.7294,0,0,0,0
1784851709.7324,0,0,0,0
1784851709.7354,0,0,0,0
1784851709.7384,0,0,0,0
1784851709.7414,0,0,0,0
1784851709.7444,0,0,0,0
1784851709.7458,0,0,0,0
1784851709.7472,0,0,0,0
1784851709.7486,0,0,0,0
1784851709.7501,0,0,0,0
1784851709.7515,0,0,0,0
1784851709.7529,0,0,0,0
1784851709.7543,0,0,0,0
1784851709.7563,0,0,0,0
1784851709.7582,0,0,0,0
1784851709.7602,0,0,0,0
1784851709.7621,0,3,0,0
1784851709.7640,0,0,0,0
1784851709.7660,0,0,0,0
1784851709.7679,0,0,0,0
1784851709.7699,0,0,0,0
1784851709.7718,0,0,0,0
1784851709.7738,0,0,0,0
1784851709.7757,0,0,0,0
1784851709.7776,0,0,0,0
1784851709.7796,0,0,0,0
1784851709.7815,0,0,0,0
1784851709.7839,0,0,0,0
1784851709.7863,0,0,0,0
1784851709.7887,0,0,0,0
1784851709.7910,0,0,0,0
1784851709.7934,0,0,0,0
1784851709.7958,0,0,0,0
1784851709.7982,0,0,0,0
1784851709.7996,0,0,0,0
1784851709.8010,0,0,0,0
1784851709.8024,0,0,0,0
1784851709.8039,0,0,0,0
1784851709.8053,0,0,0,0
1784851709.8067,0,0,0,0
1784851709.8081,0,0,0,0
1784851709.8103,0,0,0,0
1784851709.8125,0,0,0,0
1784851709.8147,0,0,0,0
1784851709.8168,0,0,0,0
1784851709.8190,0,0,0,0
1784851709.8212,0,0,0,0
1784851709.8234,0,0,0,0
1784851709.8415,0,6,0,0
1784851709.8416,0,0,0,0
1784851709.8418,0,0,0,0
1784851709.8419,0,0,0,0
1784851709.8420,0,0,0,0
1784851709.8421,0,0,0,0
1784851709.8422,0,0,0,0
1784851709.8424,0,0,0,0
1784851709.8452,0,0,0,0
1784851709.8480,0,0,0,0
1784851709.8509,0,0,0,0
1784851709.8537,0,0,0,0
1784851709.8565,0,0,0,0
1784851709.8594,0,0,0,0
1784851709.8622,0,0,0,0
1784851709.8628,0,0,0,0
1784851709.8633,0,0,0,0
1784851709.8639,0,0,0,0
1784851709.8644,0,0,0,0
1784851709.8650,0,0,0,0
1784851709.8656,0,0,0,0
1784851709.8661,0,0,0,0
1784851709.8680,0,0,0,0
1784851709.8699,0,0,0,0
1784851709.8718,0,0,0,0
1784851709.8737,0,0,0,0
1784851709.8756,0,0,0,0
1784851709.8775,0,0,0,0
1784851709.8794,0,0,0,0
1784851709.8815,0,0,0,0
1784851709.8837,0,0,0,0
1784851709.8858,0,0,0,0
1784851709.8879,0,5,0,0
1784851709.8900,0,0,0,0
1784851709.8921,0,0,0,0
1784851709.8942,0,0,0,0
1784851709.8964,0,0,0,0
1784851709.8986,0,0,0,0
1784851709.9009,0,0,0,0
1784851709.9031,0,0,0,0
1784851709.9053,0,0,0,0
1784851709.9075,0,0,0,0
1784851709.9097,0,0,0,0
1784851709.9115,0,0,0,0
1784851709.9132,0,0,0,0
1784851709.9150,0,0,0,0
1784851709.9167,0,0,0,0
1784851709.9184,0,0,0,0
1784851709.9202,0,0,0,0
1784851709.9219,0,0,0,0
1784851709.9239,0,0,0,0
1784851709.9260,0,0,0,0
1784851709.9280,0,0,0,0
1784851709.9300,0,0,0,0
1784851709.9320,0,0,0,0
1784851709.9340,0,0,0,0
1784851709.9360,0,0,0,0
1784851709.9383,0,0,0,0
1784851709.9406,0,0,0,0
1784851709.9429,0,0,0,0
1784851709.9451,0,0,0,0
1784851709.9474,0,0,0,0
1784851709.9497,0,0,0,0
1784851709.9520,0,0,0,0
1784851709.9674,0,0,0,0
1784851709.9675,0,0,0,0
1784851709.9676,0,0,0,0
1784851709.9677,0,0,0,0
1784851709.9678,0,0,0,0
1784851709.9679,0,0,0,0
1784851709.9680,0,0,0,0
1784851709.9680,0,0,0,0
1784851709.9698,0,0,0,0
1784851709.9715,0,0,0,0
1784851709.9733,0,0,0,0
1784851709.9750,0,0,0,0
1784851709.9768,0,0,0,0
1784851709.9785,0,0,0,0
1784851709.9803,0,0,0,0
1784851709.9821,0,0,0,0
1784851709.9840,0,0,0,0
1784851709.9858,0,0,0,0
1784851709.9877,0,0,0,0
1784851709.9895,0,0,0,0
1784851709.9914,0,0,0,0
1784851709.9932,0,0,0,0
1784851709.9952,0,0,0,0
1784851709.9972,0,0,0,0
1784851709.9992,0,0,0,0
1784851710.0012,0,0,0,0
1784851710.0032,0,0,0,0
1784851710.0052,0,0,0,0
1784851710.0072,0,0,0,0
1784851710.0093,0,0,0,0
1784851710.0113,0,0,0,0
1784851710.0134,0,0,0,0
1784851710.0154,0,0,0,0
1784851710.0174,0,0,0,0
1784851710.0195,0,0,0,0
1784851710.0215,0,0,0,0
1784851710.0236,0,0,0,0
1784851710.0256,0,0,0,0
1784851710.0276,0,0,0,0
1784851710.0297,0,0,0,0
1784851710.0317,0,0,0,0
1784851710.0337,0,0,0,0
1784851710.0358,0,0,0,0
1784851710.0377,0,0,0,0
1784851710.0397,0,0,0,0
1784851710.0417,0,0,0,0
1784851710.0437,0,0,0,0
1784851710.0456,0,0,0,0
1784851710.0476,0,0,0,0
1784851710.0496,0,0,0,0
1784851710.0516,0,0,0,0
1784851710.0537,0,0,0,0
1784851710.0557,0,0,0,0
1784851710.0577,0,0,0,0
1784851710.0597,0,0,0,0
1784851710.0618,0,0,0,0
1784851710.0638,0,0,0,0
1784851710.0669,0,0,0,0
1784851710.0699,0,0,0,0
1784851710.0730,0,0,0,0
1784851710.0761,0,0,0,0
1784851710.0792,0,0,0,0
1784851710.0822,0,0,0,0
1784851710.0853,0,0,0,0
1784851710.0917,0,0,0,0
1784851710.0918,0,0,0,0
1784851710.0919,0,0,0,0
1784851710.0920,0,0,0,0
1784851710.0921,0,0,0,0
1784851710.0922,0,0,0,0
1784851710.0923,0,0,0,0
1784851710.0924,0,0,0,0
1784851710.0975,0,0,0,0
1784851710.1026,0,0,0,0
1784851710.1076,0,0,0,0
1784851710.1127,0,0,0,0
1784851710.1177,0,0,0,0
1784851710.1228,0,0,0,0
1784851710.1279,0,0,0,0
1784851710.1280,0,0,0,0
1784851710.1282,0,0,0,0
1784851710.1283,0,0,0,0
1784851710.1285,0,0,0,0
1784851710.1286,0,0,0,0
1784851710.1288,0,0,0,0
1784851710.1290,0,0,0,0
1784851710.1300,0,0,0,0
1784851710.1309,0,0,0,0
1784851710.1319,0,0,0,0
1784851710.1329,0,0,0,0
1784851710.1339,0,0,0,0
1784851710.1349,0,0,0,0
1784851710.1359,0,0,0,0
1784851710.1379,0,0,0,0
1784851710.1398,0,0,0,0
1784851710.1418,0,0,0,0
1784851710.1437,0,0,0,0
1784851710.1457,0,0,0,0
1784851710.1477,0,0,0,0
1784851710.1496,0,0,0,0
1784851710.1517,0,0,0,0
1784851710.1537,0,0,0,0
1784851710.1558,0,0,0,0
1784851710.1578,0,0,0,0
1784851710.1599,0,0,0,0
1784851710.1620,0,0,0,0
1784851710.1640,0,0,0,0
1784851710.1664,0,0,0,0
1784851710.1688,0,0,0,0
1784851710.1712,0,0,0,0
1784851710.1736,0,0,0,0
1784851710.1760,0,0,0,0
1784851710.1784,0,0,0,0
1784851710.1808,0,0,0,0
1784851710.1831,0,0,0,0
1784851710.1855,0,0,0,0
1784851710.1878,0,0,0,0
1784851710.1901,0,0,0,0
1784851710.1924,0,0,0,0
1784851710.1947,0,0,0,0
1784851710.1970,0,0,0,0
1784851710.1982,0,0,0,0
1784851710.1995,0,0,0,0
1784851710.2007,0,0,0,0
1784851710.2020,0,0,0,0
1784851710.2032,0,0,0,0
1784851710.2045,0,0,0,0
1784851710.2057,0,0,0,0
1784851710.2191,0,0,0,0
1784851710.2193,0,0,0,0
1784851710.2194,0,0,0,0
1784851710.2195,0,0,0,0
1784851710.2196,0,0,0,0
1784851710.2197,0,0,0,0
1784851710.2199,0,0,0,0
1784851710.2200,0,0,0,0
1784851710.2222,0,0,0,0
1784851710.2244,0,0,0,0
1784851710.2266,0,0,0,0
1784851710.2287,0,0,0,0
1784851710.2309,0,0,0,0
1784851710.2331,0,0,0,0
1784851710.2353,0,0,0,0
1784851710.2376,0,0,0,0
1784851710.2399,0,0,0,0
1784851710.2422,0,0,0,0
1784851710.2444,0,0,0,0
1784851710.2467,0,0,0,0
1784851710.2490,0,0,0,0
1784851710.2513,0,0,0,0
1784851710.2530,0,0,0,0
1784851710.2547,0,0,0,0
1784851710.2564,0,0,0,0
1784851710.2581,0,0,0,0
1784851710.2598,0,0,0,0
1784851710.2615,0,0,0,0
1784851710.2632,0,0,0,0
1784851710.2653,0,0,0,0
1784851710.2675,0,0,0,0
1784851710.2696,0,0,0,0
1784851710.2718,0,0,0,0
1784851710.2739,0,0,0,0
1784851710.2761,0,0,0,0
1784851710.2782,0,0,0,0
1784851710.2801,0,0,0,0
1784851710.2821,0,0,0,0
1784851710.2840,0,0,0,0
1784851710.2859,0,0,0,0
1784851710.2879,0,0,0,0
1784851710.2898,0,0,0,0
1784851710.2917,0,0,0,0
1784851710.2937,0,0,0,0
1784851710.2956,0,0,0,0
1784851710.2976,0,0,0,0
1784851710.2996,0,0,0,0
1784851710.3015,0,0,0,0
1784851710.3035,0,0,0,0
1784851710.3054,0,5,0,0
1784851710.3075,0,0,0,0
1784851710.3096,0,0,0,0
1784851710.3117,0,0,0,0
1784851710.3138,0,0,0,0
1784851710.3159,0,0,0,0
1784851710.3179,0,0,0,0
1784851710.3200,0,0,0,0
1784851710.3220,0,0,0,0
1784851710.3240,0,0,0,0
1784851710.3260,0,0,0,0
1784851710.3279,0,0,0,0
1784851710.3299,0,0,0,0
1784851710.3319,0,0,0,0
1784851710.3339,0,0,0,0
1784851710.3472,0,0,0,0
1784851710.3473,0,0,0,0
1784851710.3473,0,0,0,0
1784851710.3474,0,0,0,0
1784851710.3475,0,0,0,0
1784851710.3476,0,0,0,0
1784851710.3477,0,0,0,0
1784851710.3478,0,0,0,0
1784851710.3500,0,0,0,0
1784851710.3522,0,0,0,0
1784851710.3545,0,0,0,0
1784851710.3567,0,0,0,0
1784851710.3589,0,0,0,0
1784851710.3611,0,0,0,0
1784851710.3634,0,0,0,0
1784851710.3654,0,0,0,0
1784851710.3675,0,0,0,0
1784851710.3695,0,0,0,0
1784851710.3715,0,0,0,0
1784851710.3736,0,0,0,0
1784851710.3756,0,0,0,0
1784851710.3777,0,0,0,0
1784851710.3797,0,0,0,0
1784851710.3817,0,0,0,0
1784851710.3837,0,0,0,0
1784851710.3857,0,0,0,0
1784851710.3877,0,0,0,0
1784851710.3897,0,0,0,0
1784851710.3917,0,0,0,0
1784851710.3948,0,0,0,0
1784851710.3979,0,0,0,0
1784851710.4010,0,0,0,0
1784851710.4040,0,0,0,0
1784851710.4071,0,0,0,0
1784851710.4102,0,0,0,0
1784851710.4132,0,0,0,0
1784851710.4142,0,0,0,0
1784851710.4152,0,0,0,0
1784851710.4163,0,0,0,0
1784851710.4173,0,0,0,0
1784851710.4183,0,0,0,0
1784851710.4193,0,0,0,0
1784851710.4203,0,0,0,0
1784851710.4222,0,0,0,0
1784851710.4242,0,0,0,0
1784851710.4262,0,0,0,0
1784851710.4282,0,0,0,0
1784851710.4301,0,0,0,0
1784851710.4321,0,0,0,0
1784851710.4341,0,0,0,0
1784851710.4361,0,0,0,0
1784851710.4381,0,0,0,0
1784851710.4402,0,0,0,0
1784851710.4422,0,0,0,0
1784851710.4442,0,0,0,0
1784851710.4463,0,0,0,0
1784851710.4483,0,0,0,0
1784851710.4503,0,0,0,0
1784851710.4523,0,0,0,0
1784851710.4543,0,0,0,0
1784851710.4563,0,0,0,0
1784851710.4583,0,0,0,0
1784851710.4603,0,0,0,0
1784851710.4623,0,0,0,0
1784851710.4753,0,0,0,0
1784851710.4755,0,0,0,0
1784851710.4756,0,0,0,0
1784851710.4757,0,0,0,0
1784851710.4759,0,0,0,0
1784851710.4760,0,0,0,0
1784851710.4761,0,0,0,0
1784851710.4763,0,0,0,0
1784851710.4785,0,0,0,0
1784851710.4807,0,0,0,0
1784851710.4829,0,0,0,0
1784851710.4851,0,0,0,0
1784851710.4873,0,0,0,0
1784851710.4895,0,0,0,0
1784851710.4918,0,0,0,0
1784851710.4938,0,0,0,0
1784851710.4957,0,0,0,0
1784851710.4977,0,0,0,0
1784851710.4997,0,0,0,0
1784851710.5017,0,0,0,0
1784851710.5037,0,0,0,0
1784851710.5057,0,0,0,0
1784851710.5077,0,0,0,0
1784851710.5097,0,0,0,0
1784851710.5117,0,0,0,0
1784851710.5137,0,0,0,0
1784851710.5157,0,0,0,0
1784851710.5177,0,0,0,0
1784851710.5198,0,0,0,0
1784851710.5232,0,0,0,0
1784851710.5266,0,0,0,0
1784851710.5301,0,0,0,0
1784851710.5335,0,0,0,0
1784851710.5369,0,0,0,0
1784851710.5403,0,0,0,0
1784851710.5438,0,0,0,0
1784851710.5444,0,0,0,0
1784851710.5450,0,0,0,0
1784851710.5455,0,0,0,0
1784851710.5461,0,0,0,0
1784851710.5467,0,0,0,0
1784851710.5473,0,0,0,0
1784851710.5479,0,0,0,0
1784851710.5499,0,0,0,0
1784851710.5519,0,0,0,0
1784851710.5539,0,0,0,0
1784851710.5559,0,0,0,0
1784851710.5579,0,0,0,0
