host_time_s,chA_raw,chB_env,env,intent
1784847499.4609,1698,3779,60,0
1784847499.4629,1704,3750,60,0
1784847499.4649,1715,3743,60,0
1784847499.4669,1742,3749,61,0
1784847499.4688,2087,3761,64,0
1784847499.4709,1613,3749,64,0
1784847499.4729,1620,3735,64,0
1784847499.4749,1646,3727,63,0
1784847499.4769,1670,3726,63,0
1784847499.4790,1684,3714,62,0
1784847499.4811,1690,3706,62,0
1784847499.4832,1698,3694,62,0
1784847499.4853,1718,3690,62,0
1784847499.4873,1693,3679,62,0
1784847499.4893,1602,3665,62,0
1784847499.4913,1626,3657,61,0
1784847499.4933,1643,3656,61,0
1784847499.4952,1652,3638,60,0
1784847499.4972,1663,3638,60,0
1784847499.4992,1702,3621,59,0
1784847499.5012,1710,3616,59,0
1784847499.5060,1713,3604,59,0
1784847499.5108,1712,3599,59,0
1784847499.5156,1666,3653,59,0
1784847499.5205,1618,3646,59,0
1784847499.5211,1629,3633,58,0
1784847499.5216,1644,3621,58,0
1784847499.5222,1659,3616,57,0
1784847499.5228,1676,3608,57,0
1784847499.5233,1689,3587,57,0
1784847499.5238,1693,3593,56,0
1784847499.5243,1705,3581,56,0
1784847499.5248,1732,3588,57,0
1784847499.5268,1690,3782,56,0
1784847499.5288,1594,3770,56,0
1784847499.5308,1613,3760,56,0
1784847499.5328,1657,3752,56,0
1784847499.5348,1674,3731,55,0
1784847499.5368,1672,3724,55,0
1784847499.5388,1687,3715,55,0
1784847499.5408,1708,3712,55,0
1784847499.5428,1712,3697,55,0
1784847499.5448,1711,3705,55,0
1784847499.5468,1678,4016,54,0
1784847499.5488,1597,3993,54,0
1784847499.5508,1621,3976,54,0
1784847499.5528,1630,3969,54,0
1784847499.5548,1648,3950,53,0
1784847499.5568,1661,3944,53,0
1784847499.5589,1679,3927,53,0
1784847499.5610,1697,3921,52,0
1784847499.5630,1711,3909,52,0
1784847499.5651,1719,3916,53,0
1784847499.5670,1681,4095,52,0
1784847499.5690,1589,4095,52,0
1784847499.5709,1595,4095,53,0
1784847499.5728,1617,4095,52,0
1784847499.5748,1646,4095,52,0
1784847499.5768,1664,4095,52,0
1784847499.5788,1671,4095,51,0
1784847499.5808,1682,4095,51,0
1784847499.5829,1698,4095,51,0
1784847499.5849,1717,4095,51,0
1784847499.5870,1669,4095,50,0
1784847499.5891,1556,4095,51,0
1784847499.5910,1585,4095,51,0
1784847499.5930,1616,4095,51,0
1784847499.5950,1617,4095,51,0
1784847499.5970,1643,4095,51,0
1784847499.6007,1662,4095,50,0
1784847499.6043,1695,4095,50,0
1784847499.6079,1705,4095,50,0
1784847499.6115,1699,4095,50,0
1784847499.6152,1670,4095,50,0
1784847499.6188,1553,4095,50,0
1784847499.6224,1577,4095,50,0
1784847499.6261,1599,4095,50,0
1784847499.6264,1629,4095,50,0
1784847499.6268,1647,4095,50,0
1784847499.6272,1652,4095,49,0
1784847499.6276,1680,4095,49,0
1784847499.6280,1688,4095,49,0
1784847499.6283,1699,4095,49,0
1784847499.6287,1763,4095,49,0
1784847499.6291,1529,4095,50,0
1784847499.6311,1562,4095,51,0
1784847499.6330,1593,4095,51,0
1784847499.6349,1614,4095,51,0
1784847499.6369,1640,4095,50,0
1784847499.6389,1649,4095,50,0
1784847499.6409,1678,4095,50,0
1784847499.6428,1698,4095,49,0
1784847499.6448,1699,4095,49,0
1784847499.6469,1650,4095,49,0
1784847499.6489,1519,4095,50,0
1784847499.6509,1555,4095,50,0
1784847499.6530,1589,4095,51,0
1784847499.6550,1596,4095,51,0
1784847499.6571,1625,4095,50,0
1784847499.6592,1655,4095,50,0
1784847499.6612,1666,4095,49,0
1784847499.6631,1678,4095,49,0
1784847499.6650,1691,4095,49,0
1784847499.6670,1717,4095,49,0
1784847499.6689,1732,4095,49,0
1784847499.6709,2086,4095,53,0
1784847499.6729,1539,4095,54,0
1784847499.6748,1568,4095,54,0
1784847499.6768,1580,4095,54,0
1784847499.6788,1617,4095,54,0
1784847499.6808,1623,4095,54,0
1784847499.6828,1656,4095,54,0
1784847499.6848,1673,4095,53,0
1784847499.6868,1618,4095,53,0
1784847499.6888,1479,4095,54,0
1784847499.6908,1516,4095,55,0
1784847499.6928,1557,4095,56,0
1784847499.6949,1568,4095,56,0
1784847499.6969,1588,4095,56,0
1784847499.6990,1628,4095,56,0
1784847499.7011,1653,4095,55,0
1784847499.7030,1663,4095,55,0
1784847499.7049,1680,4095,54,0
1784847499.7068,1611,4095,54,0
1784847499.7087,1492,4095,55,0
1784847499.7109,1527,4095,56,0
1784847499.7130,1545,4095,57,0
1784847499.7152,1580,4095,57,0
1784847499.7174,1623,4095,57,0
1784847499.7196,1652,4095,56,0
1784847499.7218,1651,4095,56,0
1784847499.7239,1669,4095,55,0
1784847499.7261,1692,4095,55,0
1784847499.7277,1671,4095,54,0
1784847499.7294,1491,4095,56,0
1784847499.7310,1522,4095,56,0
1784847499.7327,1540,4095,57,0
1784847499.7347,1590,4095,57,0
1784847499.7367,1615,4095,57,0
1784847499.7386,1639,4095,56,0
1784847499.7406,1666,4095,56,0
1784847499.7426,1686,4095,56,0
1784847499.7446,1698,4095,56,0
1784847499.7466,1638,4095,55,0
1784847499.7486,1485,4095,56,0
1784847499.7506,1519,4095,57,0
1784847499.7527,1554,4095,58,0
1784847499.7547,1559,4095,58,0
1784847499.7567,1610,4095,58,0
1784847499.7587,1637,4095,57,0
1784847499.7607,1664,4095,57,0
1784847499.7627,1672,4095,57,0
1784847499.7647,1690,4095,56,0
1784847499.7667,1621,4095,56,0
1784847499.7687,1483,4095,57,0
1784847499.7707,1510,4095,58,0
1784847499.7727,1535,4095,59,0
1784847499.7747,1583,4095,59,0
1784847499.7767,1611,4095,59,0
1784847499.7787,1627,4095,58,0
1784847499.7807,1635,4095,58,0
1784847499.7827,1681,4095,58,0
1784847499.7847,1705,4095,58,0
1784847499.7867,1679,4095,57,0
1784847499.7887,1467,4095,59,0
1784847499.7921,1497,4095,60,0
1784847499.7955,1535,4095,60,0
1784847499.7989,1572,4095,60,0
1784847499.8024,1595,4095,60,0
1784847499.8029,1638,4095,60,0
1784847499.8035,1673,4095,60,0
1784847499.8041,1671,4095,59,0
1784847499.8047,1695,4095,59,0
1784847499.8067,1666,4095,58,0
1784847499.8087,1484,4095,60,0
1784847499.8107,1510,4095,60,0
1784847499.8127,1533,4095,61,0
1784847499.8147,1578,4095,61,0
1784847499.8167,1578,4095,61,0
1784847499.8186,1627,4095,61,0
1784847499.8206,1648,4095,60,0
1784847499.8227,1681,4095,60,0
1784847499.8248,1692,4095,60,0
1784847499.8268,1678,4095,60,0
1784847499.8289,1471,4095,61,0
1784847499.8309,1507,4095,62,0
1784847499.8328,1535,4095,62,0
1784847499.8348,1584,4095,62,0
1784847499.8367,1615,4095,62,0
1784847499.8388,1634,4095,62,0
1784847499.8409,1660,4095,61,0
1784847499.8430,1676,4095,61,0
1784847499.8451,1698,4095,60,0
1784847499.8470,4011,4095,83,0
1784847499.8489,1451,4095,85,0
1784847499.8508,1519,4095,85,0
1784847499.8526,1535,4095,86,0
1784847499.8547,1564,4095,86,0
1784847499.8567,1607,4095,85,0
1784847499.8587,1642,4095,84,0
1784847499.8607,1657,4095,84,0
1784847499.8627,1657,4095,83,0
1784847499.8647,1703,4095,82,0
1784847499.8667,1659,4095,82,0
1784847499.8686,1492,4095,82,0
1784847499.8719,1518,4095,83,0
1784847499.8751,1535,4095,83,0
1784847499.8783,1596,4095,83,0
1784847499.8816,1612,4095,83,0
1784847499.8823,1624,4095,82,0
1784847499.8831,1646,4095,81,0
1784847499.8839,1680,4095,81,0
1784847499.8847,1697,4095,81,0
1784847499.8866,1746,4095,81,0
1784847499.8886,1473,4095,82,0
1784847499.8906,1520,4095,82,0
1784847499.8926,1542,4095,82,0
1784847499.8946,1587,4095,82,0
1784847499.8966,1599,4095,82,0
1784847499.8986,1634,4095,81,0
1784847499.9006,1668,4095,81,0
1784847499.9032,1683,4095,80,0
1784847499.9058,1687,4095,80,0
1784847499.9083,4032,4095,103,0
1784847499.9103,1461,4095,104,0
1784847499.9123,1506,4095,104,0
1784847499.9143,1530,4095,104,0
1784847499.9163,1582,4095,104,0
1784847499.9182,1612,4095,103,0
1784847499.9200,1629,4095,103,0
1784847499.9218,1657,4095,102,0
1784847499.9236,1675,4095,101,0
1784847499.9266,1686,4095,100,0
1784847499.9296,1701,4095,99,0
1784847499.9330,1729,4095,99,0
1784847499.9364,3848,4095,120,0
1784847499.9398,1464,4095,121,0
1784847499.9432,1516,4095,121,0
1784847499.9434,1539,4095,121,0
1784847499.9435,1592,4095,120,0
1784847499.9436,1613,4095,120,0
1784847499.9437,1650,4095,119,0
1784847499.9458,1656,4095,117,781
1784847499.9480,1599,4095,117,781
1784847499.9501,1444,4095,118,781
1784847499.9518,1486,4095,118,781
1784847499.9535,1517,4095,118,781
1784847499.9552,1535,4095,118,781
1784847499.9569,1584,4095,118,781
1784847499.9593,1616,4095,117,781
1784847499.9616,1651,4095,116,781
1784847499.9640,1654,4095,115,781
1784847499.9661,1675,4095,114,744
1784847499.9683,1668,4095,113,744
1784847499.9704,1470,4095,114,744
1784847499.9721,1490,4095,114,744
1784847499.9739,1547,4095,114,744
1784847499.9756,1573,4095,114,744
1784847499.9774,1601,4095,113,744
1784847499.9796,1624,4095,112,744
1784847499.9817,1654,4095,111,744
1784847499.9839,1687,4095,110,744
1784847499.9861,1709,4095,110,699
1784847499.9883,1625,4095,109,699
1784847499.9905,1468,4095,110,699
1784847499.9924,1522,4095,110,699
1784847499.9942,1561,4095,110,699
1784847499.9961,1585,4095,110,699
1784847499.9980,1599,4095,109,699
1784847500.0002,1632,4095,108,699
1784847500.0024,1664,4095,107,699
1784847500.0047,1677,4095,106,699
1784847500.0066,1688,4095,106,652
1784847500.0086,2384,4095,112,652
1784847500.0106,1332,4095,114,652
1784847500.0171,1501,4095,114,652
1784847500.0173,1521,4095,114,652
1784847500.0175,1565,4095,114,652
1784847500.0176,1595,4095,114,652
1784847500.0200,1615,4095,113,652
1784847500.0225,1640,4095,112,652
1784847500.0249,1663,4095,111,652
1784847500.0267,1682,4095,110,702
1784847500.0285,1628,4095,109,702
1784847500.0302,1451,4095,110,702
1784847500.0320,1498,4095,111,702
1784847500.0342,1535,4095,111,702
1784847500.0363,1588,4095,110,702
1784847500.0385,1601,4095,110,702
1784847500.0406,1621,4095,109,702
1784847500.0427,1651,4095,108,702
1784847500.0449,1677,4095,107,702
1784847500.0466,1694,4095,106,662
1784847500.0483,1710,4095,106,662
1784847500.0501,4055,4095,129,662
1784847500.0518,1458,4095,130,662
1784847500.0541,1505,4095,130,662
1784847500.0563,1528,4095,130,662
1784847500.0585,1568,4095,129,662
1784847500.0636,1602,4095,129,662
1784847500.0687,1621,4095,128,662
1784847500.0738,1673,4095,126,662
1784847500.0740,1683,4095,125,871
1784847500.0741,3000,4095,138,871
1784847500.0743,1433,4095,139,871
1784847500.0745,1485,4095,139,871
1784847500.0758,1512,4095,139,871
1784847500.0771,1568,4095,138,871
1784847500.0784,1597,4095,138,871
1784847500.0801,1606,4095,137,871
1784847500.0818,1624,4095,136,871
1784847500.0834,1661,4095,134,871
1784847500.0851,1679,4095,133,956
1784847500.0874,1715,4095,132,956
1784847500.0897,3952,4095,154,956
1784847500.0921,1438,4095,155,956
1784847500.0943,1498,4095,155,956
1784847500.0965,1533,4095,154,956
1784847500.0987,1574,4095,154,956
1784847500.1004,1596,4095,153,956
1784847500.1021,1634,4095,151,956
1784847500.1038,1649,4095,150,956
1784847500.1056,1667,4095,149,1000
1784847500.1077,1587,4095,148,1000
1784847500.1098,1457,4095,148,1000
1784847500.1120,1487,4095,149,1000
1784847500.1141,1512,4095,149,1000
1784847500.1162,1535,4095,148,1000
1784847500.1184,1597,4095,147,1000
1784847500.1206,1624,4095,146,1000
1784847500.1229,1648,4095,145,1000
1784847500.1252,1655,4095,143,1000
1784847500.1272,1698,4095,142,1000
1784847500.1293,3915,4095,163,1000
1784847500.1313,1439,4095,164,1000
1784847500.1330,1482,4095,164,1000
1784847500.1347,1532,4095,164,1000
1784847500.1364,1576,4095,163,1000
1784847500.1381,1594,4095,162,1000
1784847500.1409,1617,4095,161,1000
1784847500.1438,1650,4095,159,1000
1784847500.1466,1689,4095,158,1000
1784847500.1495,1685,4095,157,1000
1784847500.1523,1593,4095,156,1000
1784847500.1552,1469,4095,156,1000
1784847500.1557,1502,4095,156,1000
1784847500.1562,1535,4095,156,1000
1784847500.1567,1570,4095,155,1000
1784847500.1587,1592,4095,154,1000
1784847500.1608,1648,4095,153,1000
1784847500.1629,1655,4095,151,1000
1784847500.1645,1673,4095,150,1000
1784847500.1662,1691,4095,148,1000
1784847500.1679,1620,4095,147,1000
1784847500.1696,1474,4095,148,1000
1784847500.1717,1503,4095,148,1000
1784847500.1738,1534,4095,148,1000
1784847500.1759,1577,4095,147,1000
1784847500.1780,1617,4095,146,1000
1784847500.1801,1632,4095,145,1000
1784847500.1822,1647,4095,143,1000
1784847500.1844,1676,4095,142,1000
1784847500.1865,1702,4095,141,1000
1784847500.1886,1672,4095,140,1000
1784847500.1907,1464,4095,140,1000
1784847500.1928,1507,4095,140,1000
1784847500.1949,1535,4095,140,1000
1784847500.1967,1583,4095,139,1000
1784847500.1985,1599,4095,139,1000
1784847500.2003,1627,4095,138,1000
1784847500.2021,1664,4095,136,1000
1784847500.2043,1679,4095,135,1000
1784847500.2064,1685,4095,134,965
1784847500.2086,1671,4095,133,965
1784847500.2106,1489,4095,133,965
1784847500.2127,1518,4095,133,965
1784847500.2147,1538,4095,133,965
1784847500.2165,1571,4095,133,965
1784847500.2183,1617,4095,132,965
1784847500.2201,1649,4095,130,965
1784847500.2219,1650,4095,129,965
1784847500.2241,1669,4095,128,965
1784847500.2264,1693,4095,127,888
1784847500.2286,1651,4095,126,888
1784847500.2310,1475,4095,126,888
1784847500.2333,1508,4095,127,888
1784847500.2357,1535,4095,127,888
1784847500.2395,1585,4095,126,888
1784847500.2434,1605,4095,125,888
1784847500.2472,1621,4095,124,888
1784847500.2511,1657,4095,123,888
1784847500.2513,1686,4095,122,888
1784847500.2515,1692,4095,121,825
1784847500.2518,1634,4095,120,825
1784847500.2528,1472,4095,121,825
1784847500.2538,1526,4095,121,825
1784847500.2549,1562,4095,121,825
1784847500.2612,1575,4095,120,825
1784847500.2614,1615,4095,120,825
1784847500.2617,1648,4095,118,825
1784847500.2619,1658,4095,117,825
1784847500.2642,1674,4095,116,825
1784847500.2665,1684,4095,115,760
1784847500.2687,2997,4095,128,760
1784847500.2704,1343,4095,129,760
1784847500.2721,1502,4095,130,760
1784847500.2738,1521,4095,130,760
1784847500.2755,1576,4095,129,760
1784847500.2777,1598,4095,129,760
1784847500.2799,1625,4095,128,760
1784847500.2821,1635,4095,126,760
1784847500.2843,1663,4095,125,760
1784847500.2865,1698,4095,124,860
1784847500.2888,1712,4095,124,860
1784847500.2905,1460,4095,124,860
1784847500.2922,1489,4095,125,860
1784847500.2940,1575,4095,124,860
1784847500.2957,1567,4095,124,860
1784847500.2981,1599,4095,123,860
1784847500.3004,1629,4095,122,860
1784847500.3027,1650,4095,121,860
1784847500.3049,1670,4095,120,860
1784847500.3072,1683,4095,119,803
1784847500.3094,4095,4095,142,803
1784847500.3111,1394,4095,144,803
1784847500.3128,1492,4095,144,803
1784847500.3145,1521,4095,144,803
1784847500.3162,1551,4095,143,803
1784847500.3184,1590,4095,143,803
1784847500.3206,1629,4095,141,803
1784847500.3227,1647,4095,140,803
1784847500.3249,1661,4095,139,803
1784847500.3271,1694,4095,138,1000
1784847500.3293,1626,4095,137,1000
1784847500.3316,1464,4095,137,1000
1784847500.3339,1489,4095,138,1000
1784847500.3362,1535,4095,137,1000
1784847500.3385,1583,4095,137,1000
1784847500.3408,1599,4095,136,1000
1784847500.3431,1621,4095,135,1000
1784847500.3454,1655,4095,134,1000
1784847500.3477,1678,4095,132,1000
1784847500.3500,1677,4095,131,935
1784847500.3523,3973,4095,153,935
1784847500.3532,1339,4095,155,935
1784847500.3540,1505,4095,155,935
1784847500.3549,1539,4095,154,935
1784847500.3612,1569,4095,154,935
1784847500.3615,1599,4095,153,935
1784847500.3617,1635,4095,151,935
1784847500.3620,1654,4095,150,935
1784847500.3642,1663,4095,148,935
1784847500.3664,1695,4095,147,1000
1784847500.3686,1661,4095,146,1000
1784847500.3707,1478,4095,146,1000
1784847500.3727,1511,4095,146,1000
1784847500.3748,1535,4095,146,1000
1784847500.3770,1590,4095,145,1000
1784847500.3792,1619,4095,144,1000
1784847500.3815,1623,4095,143,1000
1784847500.3870,1654,4095,142,1000
1784847500.3873,1680,4095,140,1000
1784847500.3876,1708,4095,140,1000
1784847500.3879,2837,4095,150,1000
1784847500.3900,1484,4095,150,1000
1784847500.3922,1525,4095,150,1000
1784847500.3943,1553,4095,149,1000
1784847500.3964,1572,4095,149,1000
1784847500.3985,1596,4095,148,1000
1784847500.4006,1630,4095,147,1000
1784847500.4027,1665,4095,145,1000
1784847500.4048,1676,4095,144,1000
1784847500.4069,1681,4095,143,1000
1784847500.4091,2108,4095,146,1000
1784847500.4113,1126,4095,150,1000
1784847500.4134,1300,4095,152,1000
1784847500.4190,1341,4095,154,1000
1784847500.4193,1393,4095,155,1000
1784847500.4196,1451,4095,155,1000
1784847500.4199,1500,4095,155,1000
1784847500.4222,1534,4095,155,1000
1784847500.4245,1570,4095,154,1000
1784847500.4269,1616,4095,153,1000
1784847500.4289,1649,4095,151,1000
1784847500.4310,1669,4095,150,1000
1784847500.4330,1896,4095,151,1000
1784847500.4350,1477,4095,151,1000
1784847500.4371,1519,4095,151,1000
1784847500.4391,1535,4095,151,1000
1784847500.4416,1578,4095,150,1000
1784847500.4440,1627,4095,149,1000
1784847500.4464,1654,4095,147,1000
1784847500.4489,1673,4095,146,1000
1784847500.4513,1678,4095,145,1000
1784847500.4538,1813,4095,145,1000
1784847500.4562,1505,4095,145,1000
1784847500.4587,1522,4095,145,1000
1784847500.4611,1535,4095,145,1000
1784847500.4636,1596,4095,144,1000
1784847500.4639,1625,4095,143,1000
1784847500.4641,1647,4095,141,1000
1784847500.4644,1658,4095,140,1000
1784847500.4665,1714,4095,139,1000
1784847500.4687,1654,4095,138,1000
1784847500.4708,1505,4095,138,1000
1784847500.4730,1517,4095,138,1000
1784847500.4752,1555,4095,138,1000
1784847500.4775,1598,4095,137,1000
1784847500.4831,1630,4095,136,1000
1784847500.4834,1641,4095,134,1000
1784847500.4836,1653,4095,133,1000
1784847500.4839,1686,4095,132,1000
1784847500.4861,1711,4095,131,935
1784847500.4883,1713,4095,131,935
1784847500.4905,1726,4095,130,935
1784847500.4927,1743,4095,129,935
1784847500.4949,3900,4095,151,935
1784847500.4971,1501,4095,151,935
1784847500.4988,1532,4095,150,935
1784847500.5006,1571,4095,150,935
1784847500.5024,1610,4095,149,935
1784847500.5041,1639,4095,147,935
1784847500.5062,1639,4095,146,1000
1784847500.5083,1666,4095,145,1000
1784847500.5105,1694,4095,144,1000
1784847500.5126,2039,4095,146,1000
1784847500.5147,1328,4095,148,1000
1784847500.5169,1490,4095,148,1000
1784847500.5191,1534,4095,148,1000
1784847500.5214,1563,4095,147,1000
1784847500.5237,1557,4095,147,1000
1784847500.5252,1578,4095,146,1000
1784847500.5268,1624,4095,145,1000
1784847500.5283,1602,4095,144,1000
1784847500.5299,1423,4095,145,1000
1784847500.5320,1456,4095,145,1000
1784847500.5341,1507,4095,145,1000
1784847500.5362,1559,4095,145,1000
1784847500.5383,1585,4095,144,1000
1784847500.5403,1604,4095,143,1000
1784847500.5424,1636,4095,142,1000
1784847500.5446,1676,4095,141,1000
1784847500.5469,1685,4095,140,1000
1784847500.5491,1755,4095,139,1000
1784847500.5574,1474,4095,140,1000
1784847500.5657,1523,4095,140,1000
1784847500.5740,1550,4095,139,1000
1784847500.5742,1574,4095,139,1000
1784847500.5743,1612,4095,138,1000
1784847500.5745,1653,4095,136,1000
1784847500.5747,1670,4095,135,1000
1784847500.5748,1676,4095,134,1000
1784847500.5750,1696,4095,133,955
1784847500.5752,1723,4095,132,955
1784847500.5753,1476,4095,133,955
1784847500.5755,1506,4095,133,955
1784847500.5757,1533,4095,133,955
1784847500.5772,1593,4095,132,955
1784847500.5787,1617,4095,131,955
1784847500.5803,1642,4095,130,955
1784847500.5818,1644,4095,129,955
1784847500.5840,1682,4095,128,955
1784847500.5862,1708,4095,127,890
1784847500.5884,1969,4095,129,890
1784847500.5906,1484,4095,129,890
1784847500.5928,1522,4095,129,890
1784847500.5950,1578,4095,129,890
1784847500.5967,1605,4095,128,890
1784847500.5985,1606,4095,127,890
1784847500.6002,1618,4095,127,890
1784847500.6019,1622,4095,126,890
1784847500.6041,1642,4095,124,890
1784847500.6063,1649,4095,123,847
1784847500.6085,1637,4095,122,847
1784847500.6107,1480,4095,123,847
1784847500.6128,1515,4095,123,847
1784847500.6150,1535,4095,123,847
1784847500.6212,1577,4095,122,847
1784847500.6215,1616,4095,122,847
1784847500.6217,1649,4095,120,847
1784847500.6220,1661,4095,119,847
1784847500.6243,1680,4095,118,847
1784847500.6265,1712,4095,118,786
1784847500.6288,1662,4095,117,786
1784847500.6306,1504,4095,117,786
1784847500.6324,1526,4095,117,786
1784847500.6341,1575,4095,117,786
1784847500.6359,1609,4095,116,786
1784847500.6382,1627,4095,115,786
1784847500.6406,1645,4095,114,786
1784847500.6429,1675,4095,113,786
1784847500.6449,1698,4095,112,786
1784847500.6469,1714,4095,112,722
1784847500.6489,1683,4095,111,722
1784847500.6507,1492,4095,112,722
1784847500.6526,1535,4095,112,722
1784847500.6544,1571,4095,111,722
1784847500.6562,1590,4095,111,722
1784847500.6585,1619,4095,110,722
1784847500.6607,1646,4095,109,722
1784847500.6629,1675,4095,108,722
1784847500.6650,1678,4095,107,722
1784847500.6671,1692,4095,107,664
1784847500.6692,1663,4095,106,664
1784847500.6713,1518,4095,106,664
1784847500.6735,1528,4095,106,664
1784847500.6756,1557,4095,106,664
1784847500.6777,1599,4095,106,664
1784847500.6798,1634,4095,105,664
1784847500.6819,1642,4095,104,664
1784847500.6841,1651,4095,103,664
1784847500.6862,1694,4095,102,664
1784847500.6883,1709,4095,102,610
1784847500.6904,3249,4095,117,610
1784847500.6926,1481,4095,117,610
1784847500.6938,1542,4095,117,610
1784847500.6950,1581,4095,117,610
1784847500.6963,1599,4095,116,610
1784847500.6985,1617,4095,115,610
1784847500.7007,1647,4095,114,610
1784847500.7029,1662,4095,113,610
1784847500.7047,1688,4095,112,610
1784847500.7064,1694,4095,112,719
1784847500.7081,1618,4095,111,719
1784847500.7098,1522,4095,111,719
1784847500.7120,1555,4095,111,719
1784847500.7141,1562,4095,111,719
1784847500.7163,1594,4095,110,719
1784847500.7185,1636,4095,109,719
1784847500.7207,1661,4095,108,719
1784847500.7229,1676,4095,108,719
1784847500.7246,1670,4095,107,719
1784847500.7264,1719,4095,106,658
1784847500.7281,1945,4095,108,658
1784847500.7298,1506,4095,108,658
1784847500.7320,1520,4095,109,658
1784847500.7342,1554,4095,109,658
1784847500.7364,1625,4095,108,658
1784847500.7386,1648,4095,107,658
1784847500.7408,1660,4095,106,658
1784847500.7430,1677,4095,105,658
1784847500.7492,1717,4095,104,658
1784847500.7495,1713,4095,104,635
1784847500.7498,1659,4095,103,635
1784847500.7501,1510,4095,103,635
1784847500.7523,1535,4095,104,635
1784847500.7545,1571,4095,103,635
1784847500.7567,1585,4095,103,635
1784847500.7585,1617,4095,102,635
1784847500.7602,1655,4095,101,635
1784847500.7620,1671,4095,100,635
1784847500.7637,1675,4095,100,635
1784847500.7660,1695,4095,99,581
1784847500.7683,1671,4095,98,581
1784847500.7706,1514,4095,99,581
1784847500.7724,1535,4095,99,581
1784847500.7742,1570,4095,99,581
1784847500.7759,1614,4095,98,581
1784847500.7777,1640,4095,97,581
1784847500.7805,1638,4095,97,581
1784847500.7833,1662,4095,96,581
1784847500.7860,1674,4095,95,581
1784847500.7916,1710,4095,94,530
1784847500.7971,1666,4095,94,530
1784847500.8026,1512,4095,94,530
1784847500.8082,1535,4095,94,530
1784847500.8085,1599,4095,94,530
1784847500.8089,1615,4095,93,530
1784847500.8092,1617,4095,93,530
1784847500.8096,1636,4095,92,530
1784847500.8099,1677,4095,91,530
1784847500.8103,1685,4095,91,530
1784847500.8106,1684,4095,90,483
1784847500.8139,1655,4095,89,483
1784847500.8171,1532,4095,90,483
1784847500.8204,1548,4095,90,483
1784847500.8206,1571,4095,90,483
1784847500.8207,1599,4095,89,483
1784847500.8209,1633,4095,89,483
1784847500.8211,1672,4095,88,483
1784847500.8227,1664,4095,87,483
1784847500.8244,1688,4095,87,483
1784847500.8260,1708,4095,86,440
1784847500.8276,1656,4095,85,440
1784847500.8299,1523,4095,86,440
1784847500.8321,1551,4095,86,440
1784847500.8344,1580,4095,86,440
1784847500.8362,1614,4095,86,440
1784847500.8380,1632,4095,85,440
1784847500.8398,1649,4095,84,440
1784847500.8416,1681,4095,84,440
1784847500.8440,1693,4095,83,440
1784847500.8463,1709,4095,83,401
1784847500.8486,1883,4095,84,401
1784847500.8504,1514,4095,85,401
1784847500.8522,1562,4095,85,401
1784847500.8539,1588,4095,85,401
1784847500.8557,1599,4095,84,401
1784847500.8580,1618,4095,84,401
1784847500.8602,1670,4095,83,401
1784847500.8625,1689,4095,83,401
1784847500.8644,1662,4095,82,401
1784847500.8662,1699,4095,82,388
1784847500.8681,1686,4095,81,388
1784847500.8700,1527,4095,81,388
1784847500.8723,1535,4095,82,388
1784847500.8745,1568,4095,82,388
1784847500.8768,1626,4095,81,388
1784847500.8846,1647,4095,81,388
1784847500.8851,1647,4095,80,388
1784847500.8856,1653,4095,79,388
1784847500.8861,1689,4095,79,388
1784847500.8877,1713,4095,78,354
1784847500.8893,4093,4095,102,354
1784847500.8909,1409,4095,104,354
1784847500.8927,1535,4095,104,354
1784847500.8944,1582,4095,103,354
1784847500.8962,1597,4095,103,354
1784847500.8980,1590,4095,103,354
1784847500.9002,1631,4095,102,354
1784847500.9023,1679,4095,101,354
1784847500.9045,1672,4095,100,354
1784847500.9064,1681,4095,99,584
1784847500.9082,2731,4095,109,584
1784847500.9100,1394,4095,111,584
1784847500.9118,1538,4095,111,584
1784847500.9195,1552,4095,111,584
1784847500.9271,1574,4095,110,584
1784847500.9347,1622,4095,110,584
1784847500.9359,1656,4095,108,584
1784847500.9372,1646,4095,107,584
1784847500.9385,1668,4095,107,584
1784847500.9398,1681,4095,106,654
1784847500.9410,1672,4095,105,654
1784847500.9423,1500,4095,105,654
1784847500.9436,1539,4095,105,654
1784847500.9441,1579,4095,105,654
1784847500.9447,1613,4095,105,654
1784847500.9452,1600,4095,104,654
1784847500.9458,1630,4095,103,654
1784847500.9463,1670,4095,102,654
1784847500.9469,1705,4095,102,654
1784847500.9481,1706,4095,101,605
1784847500.9494,1639,4095,100,605
1784847500.9507,1518,4095,101,605
1784847500.9520,1565,4095,101,605
1784847500.9542,1590,4095,100,605
1784847500.9565,1597,4095,100,605
1784847500.9587,1630,4095,99,605
1784847500.9605,1669,4095,98,605
1784847500.9623,1678,4095,98,605
1784847500.9641,1674,4095,97,605
1784847500.9659,1691,4095,96,548
1784847500.9682,1808,4095,97,548
1784847500.9706,1520,4095,97,548
1784847500.9730,1534,4095,97,548
1784847500.9748,1581,4095,97,548
1784847500.9766,1616,4095,97,548
1784847500.9785,1635,4095,96,548
1784847500.9803,1646,4095,95,548
1784847500.9830,1671,4095,94,548
1784847500.9857,1685,4095,93,548
1784847500.9883,1710,4095,93,514
1784847500.9935,1684,4095,92,514
1784847500.9938,1503,4095,93,514
1784847500.9940,1546,4095,93,514
1784847500.9943,1604,4095,93,514
1784847500.9962,1603,4095,92,514
